"","origin","year","month","day","hour","temp","dewp","humid","wind_dir","wind_speed","wind_gust","precip","pressure","visib","time_hour","time","season","temp_cel","dewp_cel","precip_cm"
"5380","JFK",2013,8,13,10,73.04,69.98,94.06,70,9.20624,NA,0.21,NA,4,"13/08/2013 10:00",2013-08-13 10:00:00,"Summer",22.8,21.1,0.5334
"5381","JFK",2013,8,13,11,71.6,68,88.43,90,10.35702,NA,0.16,NA,7,"13/08/2013 11:00",2013-08-13 11:00:00,"Summer",22,20,0.4064
"5382","JFK",2013,8,13,12,69.98,66.02,87.26,330,8.05546,NA,0.01,1008,7,"13/08/2013 12:00",2013-08-13 12:00:00,"Summer",21.1,18.9,0.0254
"5383","JFK",2013,8,13,13,69.8,66.02,89.98,50,9.20624,NA,0.08,NA,10,"13/08/2013 13:00",2013-08-13 13:00:00,"Summer",21,18.9,0.2032
"5384","JFK",2013,8,13,14,71.06,64.94,81,10,8.05546,NA,0,1007.1,10,"13/08/2013 14:00",2013-08-13 14:00:00,"Summer",21.7,18.3,0
"5385","JFK",2013,8,13,15,73.04,66.02,78.65,350,6.90468,NA,0,1007,10,"13/08/2013 15:00",2013-08-13 15:00:00,"Summer",22.8,18.9,0
"5386","JFK",2013,8,13,16,75.02,66.92,78.19,NA,4.60312,NA,0,NA,10,"13/08/2013 16:00",2013-08-13 16:00:00,"Summer",23.9,19.4,0
"5387","JFK",2013,8,13,17,75.02,66.02,73.59,170,8.05546,NA,0,1006.6,10,"13/08/2013 17:00",2013-08-13 17:00:00,"Summer",23.9,18.9,0
"5388","JFK",2013,8,13,18,73.04,66.02,78.65,200,8.05546,NA,0,1006.5,10,"13/08/2013 18:00",2013-08-13 18:00:00,"Summer",22.8,18.9,0
"5389","JFK",2013,8,13,19,71.06,66.02,84.1,180,6.90468,NA,0,1007.3,10,"13/08/2013 19:00",2013-08-13 19:00:00,"Summer",21.7,18.9,0
"5390","JFK",2013,8,13,20,71.96,66.92,84.16,160,9.20624,NA,0,1007.1,10,"13/08/2013 20:00",2013-08-13 20:00:00,"Summer",22.2,19.4,0
"5391","JFK",2013,8,13,21,71.96,68,87.35,180,6.90468,NA,0,1007.2,10,"13/08/2013 21:00",2013-08-13 21:00:00,"Summer",22.2,20,0
"5392","JFK",2013,8,13,22,71.96,69.08,90.66,190,6.90468,NA,0,1007.8,10,"13/08/2013 22:00",2013-08-13 22:00:00,"Summer",22.2,20.6,0
"5393","JFK",2013,8,13,23,71.96,69.08,90.66,300,5.7539,NA,0.02,1007.7,10,"13/08/2013 23:00",2013-08-13 23:00:00,"Summer",22.2,20.6,0.0508
"5394","JFK",2013,8,14,0,69.98,66.02,87.26,330,9.20624,NA,0,1007.4,10,"14/08/2013 00:00",2013-08-14 00:00:00,"Summer",21.1,18.9,0
"5395","JFK",2013,8,14,1,69.98,62.96,78.41,330,11.5078,NA,0,1007.8,10,"14/08/2013 01:00",2013-08-14 01:00:00,"Summer",21.1,17.2,0
"5396","JFK",2013,8,14,2,69.08,57.92,67.59,330,12.65858,NA,0,1007.7,10,"14/08/2013 02:00",2013-08-14 02:00:00,"Summer",20.6,14.4,0
"5397","JFK",2013,8,14,3,66.92,55.04,65.61,330,19.56326,25.31716,0,1008,10,"14/08/2013 03:00",2013-08-14 03:00:00,"Summer",19.4,12.8,0
"5398","JFK",2013,8,14,4,64.94,51.98,62.83,320,16.11092,NA,0,1008.4,10,"14/08/2013 04:00",2013-08-14 04:00:00,"Summer",18.3,11.1,0
"5399","JFK",2013,8,14,5,62.96,46.94,55.8,320,12.65858,21.86482,0,1009.6,10,"14/08/2013 05:00",2013-08-14 05:00:00,"Summer",17.2,8.3,0
"5400","JFK",2013,8,14,6,62.06,44.96,53.44,330,19.56326,NA,0,1010.5,10,"14/08/2013 06:00",2013-08-14 06:00:00,"Summer",16.7,7.2,0
"5401","JFK",2013,8,14,7,64.04,44.06,48.17,320,16.11092,25.31716,0,1010.8,10,"14/08/2013 07:00",2013-08-14 07:00:00,"Summer",17.8,6.7,0
"5402","JFK",2013,8,14,8,66.02,44.96,46.52,300,13.80936,20.71404,0,1011,10,"14/08/2013 08:00",2013-08-14 08:00:00,"Summer",18.9,7.2,0
"5403","JFK",2013,8,14,9,66.92,44.96,45.09,300,16.11092,19.56326,0,1011.1,10,"14/08/2013 09:00",2013-08-14 09:00:00,"Summer",19.4,7.2,0
"5404","JFK",2013,8,14,10,69.08,46.04,43.61,290,13.80936,NA,0,1011.3,10,"14/08/2013 10:00",2013-08-14 10:00:00,"Summer",20.6,7.8,0
"5405","JFK",2013,8,14,11,71.06,46.04,40.76,310,17.2617,25.31716,0,1011.2,10,"14/08/2013 11:00",2013-08-14 11:00:00,"Summer",21.7,7.8,0
"5406","JFK",2013,8,14,12,73.04,48.02,41.07,290,14.96014,24.16638,0,1011.6,10,"14/08/2013 12:00",2013-08-14 12:00:00,"Summer",22.8,8.9,0
"5407","JFK",2013,8,14,13,75.02,48.02,38.43,320,17.2617,29.92028,0,1011.5,10,"14/08/2013 13:00",2013-08-14 13:00:00,"Summer",23.9,8.9,0
"5408","JFK",2013,8,14,14,75.02,48.02,38.43,320,24.16638,31.07106,0,1011.6,10,"14/08/2013 14:00",2013-08-14 14:00:00,"Summer",23.9,8.9,0
"5409","JFK",2013,8,14,15,75.02,48.02,38.43,310,25.31716,32.22184,0,1011.4,10,"14/08/2013 15:00",2013-08-14 15:00:00,"Summer",23.9,8.9,0
"5410","JFK",2013,8,14,16,75.92,48.02,37.3,300,23.0156,31.07106,0,1012,10,"14/08/2013 16:00",2013-08-14 16:00:00,"Summer",24.4,8.9,0
"5411","JFK",2013,8,14,17,75.02,48.92,39.75,310,21.86482,27.61872,0,1012.4,10,"14/08/2013 17:00",2013-08-14 17:00:00,"Summer",23.9,9.4,0
"5412","JFK",2013,8,14,18,73.94,48.92,41.21,310,18.41248,32.22184,0,1013,10,"14/08/2013 18:00",2013-08-14 18:00:00,"Summer",23.3,9.4,0
"5413","JFK",2013,8,14,19,71.96,46.94,40.9,320,14.96014,NA,0,1014.2,10,"14/08/2013 19:00",2013-08-14 19:00:00,"Summer",22.2,8.3,0
"5414","JFK",2013,8,14,20,71.06,48.02,43.92,310,16.11092,23.0156,0,1015.4,10,"14/08/2013 20:00",2013-08-14 20:00:00,"Summer",21.7,8.9,0
"5415","JFK",2013,8,14,21,69.98,48.02,45.57,310,17.2617,23.0156,0,1016.2,10,"14/08/2013 21:00",2013-08-14 21:00:00,"Summer",21.1,8.9,0
"5416","JFK",2013,8,14,22,68,46.94,46.83,320,13.80936,NA,0,1017,10,"14/08/2013 22:00",2013-08-14 22:00:00,"Summer",20,8.3,0
"5417","JFK",2013,8,14,23,66.92,48.02,50.62,320,9.20624,NA,0,1017.6,10,"14/08/2013 23:00",2013-08-14 23:00:00,"Summer",19.4,8.9,0
"5418","JFK",2013,8,15,0,66.02,48.02,52.22,320,11.5078,NA,0,1017.9,10,"15/08/2013 00:00",2013-08-15 00:00:00,"Summer",18.9,8.9,0
"5419","JFK",2013,8,15,1,64.94,48.92,56.08,330,10.35702,NA,0,1018.2,10,"15/08/2013 01:00",2013-08-15 01:00:00,"Summer",18.3,9.4,0
"5420","JFK",2013,8,15,2,62.96,48.92,60.11,330,9.20624,NA,0,1018.4,10,"15/08/2013 02:00",2013-08-15 02:00:00,"Summer",17.2,9.4,0
"5421","JFK",2013,8,15,3,60.98,48.92,64.46,320,6.90468,NA,0,1018.7,10,"15/08/2013 03:00",2013-08-15 03:00:00,"Summer",16.1,9.4,0
"5422","JFK",2013,8,15,4,60.08,48.92,66.56,320,5.7539,NA,0,1018.7,10,"15/08/2013 04:00",2013-08-15 04:00:00,"Summer",15.6,9.4,0
"5423","JFK",2013,8,15,5,60.98,48.92,64.46,NA,5.7539,NA,0,1019.3,10,"15/08/2013 05:00",2013-08-15 05:00:00,"Summer",16.1,9.4,0
"5424","JFK",2013,8,15,6,62.06,50,64.59,330,5.7539,NA,0,1019.8,10,"15/08/2013 06:00",2013-08-15 06:00:00,"Summer",16.7,10,0
"5425","JFK",2013,8,15,7,66.02,50,56.23,340,9.20624,NA,0,1020.1,10,"15/08/2013 07:00",2013-08-15 07:00:00,"Summer",18.9,10,0
"5426","JFK",2013,8,15,8,69.08,48.92,48.6,NA,4.60312,NA,0,1020.6,10,"15/08/2013 08:00",2013-08-15 08:00:00,"Summer",20.6,9.4,0
"5427","JFK",2013,8,15,9,71.96,48.02,42.6,270,3.45234,NA,0,1020.8,10,"15/08/2013 09:00",2013-08-15 09:00:00,"Summer",22.2,8.9,0
"5428","JFK",2013,8,15,10,73.94,42.98,32.91,360,3.45234,NA,0,1020.8,10,"15/08/2013 10:00",2013-08-15 10:00:00,"Summer",23.3,6.1,0
"5429","JFK",2013,8,15,11,71.96,44.96,37.95,0,0,NA,0,1020.7,10,"15/08/2013 11:00",2013-08-15 11:00:00,"Summer",22.2,7.2,0
"5430","JFK",2013,8,15,12,75.02,46.94,36.9,220,11.5078,NA,0,1020.2,10,"15/08/2013 12:00",2013-08-15 12:00:00,"Summer",23.9,8.3,0
"5431","JFK",2013,8,15,13,75.92,48.92,38.57,190,14.96014,NA,0,1019.8,10,"15/08/2013 13:00",2013-08-15 13:00:00,"Summer",24.4,9.4,0
"5432","JFK",2013,8,15,14,75.92,46.94,35.81,210,13.80936,NA,0,1018.9,10,"15/08/2013 14:00",2013-08-15 14:00:00,"Summer",24.4,8.3,0
"5433","JFK",2013,8,15,15,75.92,51.98,43.21,190,19.56326,NA,0,1018.7,10,"15/08/2013 15:00",2013-08-15 15:00:00,"Summer",24.4,11.1,0
"5434","JFK",2013,8,15,16,73.94,53.06,48.04,200,13.80936,NA,0,1018.6,10,"15/08/2013 16:00",2013-08-15 16:00:00,"Summer",23.3,11.7,0
"5435","JFK",2013,8,15,17,73.04,53.96,51.18,200,17.2617,NA,0,1018.5,10,"15/08/2013 17:00",2013-08-15 17:00:00,"Summer",22.8,12.2,0
"5436","JFK",2013,8,15,18,71.06,55.04,56.93,210,14.96014,NA,0,1018.9,10,"15/08/2013 18:00",2013-08-15 18:00:00,"Summer",21.7,12.8,0
"5437","JFK",2013,8,15,19,69.98,57.02,63.45,200,14.96014,NA,0,1019.5,10,"15/08/2013 19:00",2013-08-15 19:00:00,"Summer",21.1,13.9,0
"5438","JFK",2013,8,15,20,69.98,57.92,65.54,210,11.5078,NA,0,1020.2,10,"15/08/2013 20:00",2013-08-15 20:00:00,"Summer",21.1,14.4,0
"5439","JFK",2013,8,15,21,69.08,57.02,65.44,220,11.5078,NA,0,1020.7,10,"15/08/2013 21:00",2013-08-15 21:00:00,"Summer",20.6,13.9,0
"5440","JFK",2013,8,15,22,66.92,57.02,70.49,230,10.35702,NA,0,1020.9,10,"15/08/2013 22:00",2013-08-15 22:00:00,"Summer",19.4,13.9,0
"5441","JFK",2013,8,15,23,66.92,55.94,67.79,240,10.35702,NA,0,1021.2,10,"15/08/2013 23:00",2013-08-15 23:00:00,"Summer",19.4,13.3,0
"5442","JFK",2013,8,16,1,64.94,57.02,75.51,250,4.60312,NA,0,1020.8,10,"16/08/2013 01:00",2013-08-16 01:00:00,"Summer",18.3,13.9,0
"5443","JFK",2013,8,16,2,64.04,55.94,74.94,260,5.7539,NA,0,1020.6,10,"16/08/2013 02:00",2013-08-16 02:00:00,"Summer",17.8,13.3,0
"5444","JFK",2013,8,16,3,64.04,55.04,72.53,260,4.60312,NA,0,1020.6,10,"16/08/2013 03:00",2013-08-16 03:00:00,"Summer",17.8,12.8,0
"5445","JFK",2013,8,16,4,64.04,55.04,72.53,0,0,NA,0,1020.8,10,"16/08/2013 04:00",2013-08-16 04:00:00,"Summer",17.8,12.8,0
"5446","JFK",2013,8,16,5,64.04,53.96,69.72,0,0,NA,0,1020.9,10,"16/08/2013 05:00",2013-08-16 05:00:00,"Summer",17.8,12.2,0
"5447","JFK",2013,8,16,6,64.04,55.94,74.94,10,3.45234,NA,0,1021.2,10,"16/08/2013 06:00",2013-08-16 06:00:00,"Summer",17.8,13.3,0
"5448","JFK",2013,8,16,7,66.92,57.02,70.49,0,0,NA,0,1021.3,10,"16/08/2013 07:00",2013-08-16 07:00:00,"Summer",19.4,13.9,0
"5449","JFK",2013,8,16,8,71.06,57.02,61.16,0,0,NA,0,1021.6,10,"16/08/2013 08:00",2013-08-16 08:00:00,"Summer",21.7,13.9,0
"5450","JFK",2013,8,16,9,73.04,55.04,53.24,220,4.60312,NA,0,1021.7,8,"16/08/2013 09:00",2013-08-16 09:00:00,"Summer",22.8,12.8,0
"5451","JFK",2013,8,16,10,75.92,55.04,48.34,220,6.90468,NA,0,1021.9,10,"16/08/2013 10:00",2013-08-16 10:00:00,"Summer",24.4,12.8,0
"5452","JFK",2013,8,16,11,77,55.94,48.19,220,6.90468,NA,0,1021.9,10,"16/08/2013 11:00",2013-08-16 11:00:00,"Summer",25,13.3,0
"5453","JFK",2013,8,16,12,75.92,51.08,41.8,180,8.05546,NA,0,1021.8,10,"16/08/2013 12:00",2013-08-16 12:00:00,"Summer",24.4,10.6,0
"5454","JFK",2013,8,16,13,78.98,48.02,33.7,190,11.5078,NA,0,1021.9,10,"16/08/2013 13:00",2013-08-16 13:00:00,"Summer",26.1,8.9,0
"5455","JFK",2013,8,16,14,78.08,46.94,33.34,200,10.35702,NA,0,1021.5,10,"16/08/2013 14:00",2013-08-16 14:00:00,"Summer",25.6,8.3,0
"5456","JFK",2013,8,16,15,78.08,48.92,35.91,180,11.5078,NA,0,1021.3,10,"16/08/2013 15:00",2013-08-16 15:00:00,"Summer",25.6,9.4,0
"5457","JFK",2013,8,16,16,77,51.98,41.69,180,11.5078,NA,0,1021.3,10,"16/08/2013 16:00",2013-08-16 16:00:00,"Summer",25,11.1,0
"5458","JFK",2013,8,16,17,75.02,53.06,46.34,170,11.5078,NA,0,1021.7,10,"16/08/2013 17:00",2013-08-16 17:00:00,"Summer",23.9,11.7,0
"5459","JFK",2013,8,16,18,73.04,55.94,55.01,170,10.35702,NA,0,1021.7,10,"16/08/2013 18:00",2013-08-16 18:00:00,"Summer",22.8,13.3,0
"5460","JFK",2013,8,16,19,71.96,55.04,55.22,180,9.20624,NA,0,1022.2,10,"16/08/2013 19:00",2013-08-16 19:00:00,"Summer",22.2,12.8,0
"5461","JFK",2013,8,16,20,71.06,57.02,61.16,180,5.7539,NA,0,1022.3,10,"16/08/2013 20:00",2013-08-16 20:00:00,"Summer",21.7,13.9,0
"5462","JFK",2013,8,16,21,69.08,57.92,67.59,200,6.90468,NA,0,1022.9,10,"16/08/2013 21:00",2013-08-16 21:00:00,"Summer",20.6,14.4,0
"5463","JFK",2013,8,16,22,68,57.92,70.15,200,5.7539,NA,0,1023,10,"16/08/2013 22:00",2013-08-16 22:00:00,"Summer",20,14.4,0
"5464","JFK",2013,8,16,23,68,59,72.92,240,8.05546,NA,0,1023.2,10,"16/08/2013 23:00",2013-08-16 23:00:00,"Summer",20,15,0
"5465","JFK",2013,8,17,0,68,57.92,70.15,250,6.90468,NA,0,1023.5,10,"17/08/2013 00:00",2013-08-17 00:00:00,"Summer",20,14.4,0
"5466","JFK",2013,8,17,1,66.92,57.02,70.49,280,5.7539,NA,0,1023.6,10,"17/08/2013 01:00",2013-08-17 01:00:00,"Summer",19.4,13.9,0
"5467","JFK",2013,8,17,2,66.92,55.04,65.61,270,5.7539,NA,0,1023.6,10,"17/08/2013 02:00",2013-08-17 02:00:00,"Summer",19.4,12.8,0
"5468","JFK",2013,8,17,3,66.02,55.04,67.69,290,5.7539,NA,0,1023.6,10,"17/08/2013 03:00",2013-08-17 03:00:00,"Summer",18.9,12.8,0
"5469","JFK",2013,8,17,4,64.94,55.94,72.62,0,0,NA,0,1023.4,10,"17/08/2013 04:00",2013-08-17 04:00:00,"Summer",18.3,13.3,0
"5470","JFK",2013,8,17,5,62.96,55.04,75.33,0,0,NA,0,1024,10,"17/08/2013 05:00",2013-08-17 05:00:00,"Summer",17.2,12.8,0
"5471","JFK",2013,8,17,6,66.02,55.94,69.94,350,6.90468,NA,0,1024.2,10,"17/08/2013 06:00",2013-08-17 06:00:00,"Summer",18.9,13.3,0
"5472","JFK",2013,8,17,7,69.98,57.02,63.45,30,3.45234,NA,0,1024.8,10,"17/08/2013 07:00",2013-08-17 07:00:00,"Summer",21.1,13.9,0
"5473","JFK",2013,8,17,8,71.96,55.94,57.05,0,0,NA,0,1025.3,10,"17/08/2013 08:00",2013-08-17 08:00:00,"Summer",22.2,13.3,0
"5474","JFK",2013,8,17,9,75.92,55.04,48.34,0,0,NA,0,1025.4,10,"17/08/2013 09:00",2013-08-17 09:00:00,"Summer",24.4,12.8,0
"5475","JFK",2013,8,17,10,78.98,53.96,42,10,3.45234,NA,0,1025.2,10,"17/08/2013 10:00",2013-08-17 10:00:00,"Summer",26.1,12.2,0
"5476","JFK",2013,8,17,11,80.96,53.96,39.36,170,5.7539,NA,0,1025,10,"17/08/2013 11:00",2013-08-17 11:00:00,"Summer",27.2,12.2,0
"5477","JFK",2013,8,17,12,80.06,59,48.64,210,9.20624,NA,0,1025,10,"17/08/2013 12:00",2013-08-17 12:00:00,"Summer",26.7,15,0
"5478","JFK",2013,8,17,13,78.08,59,51.91,170,10.35702,NA,0,1025,10,"17/08/2013 13:00",2013-08-17 13:00:00,"Summer",25.6,15,0
"5479","JFK",2013,8,17,14,78.08,55.94,46.49,190,9.20624,NA,0,1024.7,10,"17/08/2013 14:00",2013-08-17 14:00:00,"Summer",25.6,13.3,0
"5480","JFK",2013,8,17,15,77,59,53.8,190,9.20624,NA,0,1024.4,10,"17/08/2013 15:00",2013-08-17 15:00:00,"Summer",25,15,0
"5481","JFK",2013,8,17,16,77,57.92,51.76,190,9.20624,NA,0,1024.4,10,"17/08/2013 16:00",2013-08-17 16:00:00,"Summer",25,14.4,0
"5482","JFK",2013,8,17,17,75.92,57.02,51.94,190,10.35702,NA,0,1024.3,10,"17/08/2013 17:00",2013-08-17 17:00:00,"Summer",24.4,13.9,0
"5483","JFK",2013,8,17,18,73.94,57.02,55.49,180,8.05546,NA,0,1024.6,10,"17/08/2013 18:00",2013-08-17 18:00:00,"Summer",23.3,13.9,0
"5484","JFK",2013,8,17,19,71.06,57.92,63.18,180,5.7539,NA,0,1024.7,10,"17/08/2013 19:00",2013-08-17 19:00:00,"Summer",21.7,14.4,0
"5485","JFK",2013,8,17,20,69.08,59,70.26,190,4.60312,NA,0,1025,10,"17/08/2013 20:00",2013-08-17 20:00:00,"Summer",20.6,15,0
"5486","JFK",2013,8,17,21,69.08,60.08,73.02,200,8.05546,NA,0,1025.3,10,"17/08/2013 21:00",2013-08-17 21:00:00,"Summer",20.6,15.6,0
"5487","JFK",2013,8,17,22,69.08,60.08,73.02,200,4.60312,NA,0,1025.5,10,"17/08/2013 22:00",2013-08-17 22:00:00,"Summer",20.6,15.6,0
"5488","JFK",2013,8,17,23,68,59,72.92,230,4.60312,NA,0,1025.2,10,"17/08/2013 23:00",2013-08-17 23:00:00,"Summer",20,15,0
"5489","JFK",2013,8,18,0,69.08,57.92,67.59,230,3.45234,NA,0,1024.6,10,"18/08/2013 00:00",2013-08-18 00:00:00,"Summer",20.6,14.4,0
"5490","JFK",2013,8,18,1,69.98,57.02,63.45,0,0,NA,0,1024.4,10,"18/08/2013 01:00",2013-08-18 01:00:00,"Summer",21.1,13.9,0
"5491","JFK",2013,8,18,2,68,60.98,78.25,0,0,NA,0,1024.2,10,"18/08/2013 02:00",2013-08-18 02:00:00,"Summer",20,16.1,0
"5492","JFK",2013,8,18,3,66.02,60.08,81.15,70,4.60312,NA,0,1024.3,10,"18/08/2013 03:00",2013-08-18 03:00:00,"Summer",18.9,15.6,0
"5493","JFK",2013,8,18,4,66.92,60.98,81.22,0,0,NA,0,1024.3,10,"18/08/2013 04:00",2013-08-18 04:00:00,"Summer",19.4,16.1,0
"5494","JFK",2013,8,18,5,68,62.06,81.29,30,3.45234,NA,0,1024.4,10,"18/08/2013 05:00",2013-08-18 05:00:00,"Summer",20,16.7,0
"5495","JFK",2013,8,18,6,68,62.06,81.29,60,4.60312,NA,0,1024.5,9,"18/08/2013 06:00",2013-08-18 06:00:00,"Summer",20,16.7,0
"5496","JFK",2013,8,18,7,69.08,62.06,78.33,70,3.45234,NA,0,1024.7,10,"18/08/2013 07:00",2013-08-18 07:00:00,"Summer",20.6,16.7,0
"5497","JFK",2013,8,18,8,71.06,60.08,68.25,60,5.7539,NA,0,1024.7,10,"18/08/2013 08:00",2013-08-18 08:00:00,"Summer",21.7,15.6,0
"5498","JFK",2013,8,18,9,71.96,59,63.7,NA,4.60312,NA,0,1024.6,10,"18/08/2013 09:00",2013-08-18 09:00:00,"Summer",22.2,15,0
"5499","JFK",2013,8,18,10,73.04,57.92,59.08,110,8.05546,NA,0,1024.7,10,"18/08/2013 10:00",2013-08-18 10:00:00,"Summer",22.8,14.4,0
"5500","JFK",2013,8,18,11,75.92,55.04,48.34,90,6.90468,NA,0,1024.2,10,"18/08/2013 11:00",2013-08-18 11:00:00,"Summer",24.4,12.8,0
"5501","JFK",2013,8,18,12,75.92,55.94,49.95,100,4.60312,NA,0,1024.1,10,"18/08/2013 12:00",2013-08-18 12:00:00,"Summer",24.4,13.3,0
"5502","JFK",2013,8,18,13,77,53.96,44.84,80,4.60312,NA,0,1023.1,10,"18/08/2013 13:00",2013-08-18 13:00:00,"Summer",25,12.2,0
"5503","JFK",2013,8,18,14,75.02,59,57.47,140,5.7539,NA,0,1022.3,10,"18/08/2013 14:00",2013-08-18 14:00:00,"Summer",23.9,15,0
"5504","JFK",2013,8,18,15,75.02,59,57.47,120,8.05546,NA,0,1021.3,10,"18/08/2013 15:00",2013-08-18 15:00:00,"Summer",23.9,15,0
"5505","JFK",2013,8,18,16,73.94,57.92,57.32,100,6.90468,NA,0,1020.8,10,"18/08/2013 16:00",2013-08-18 16:00:00,"Summer",23.3,14.4,0
"5506","JFK",2013,8,18,17,73.04,57.92,59.08,110,8.05546,NA,0,1020.9,10,"18/08/2013 17:00",2013-08-18 17:00:00,"Summer",22.8,14.4,0
"5507","JFK",2013,8,18,18,71.96,57.02,59.32,130,6.90468,NA,0,1020.9,10,"18/08/2013 18:00",2013-08-18 18:00:00,"Summer",22.2,13.9,0
"5508","JFK",2013,8,18,19,71.06,59,65.67,0,0,NA,0,1021.1,10,"18/08/2013 19:00",2013-08-18 19:00:00,"Summer",21.7,15,0
"5509","JFK",2013,8,18,20,69.98,60.08,70.81,90,3.45234,NA,0,1020.9,10,"18/08/2013 20:00",2013-08-18 20:00:00,"Summer",21.1,15.6,0
"5510","JFK",2013,8,18,21,69.08,59,70.26,70,3.45234,NA,0,1021,10,"18/08/2013 21:00",2013-08-18 21:00:00,"Summer",20.6,15,0
"5511","JFK",2013,8,18,22,69.08,57.92,67.59,0,0,NA,0,1021.2,10,"18/08/2013 22:00",2013-08-18 22:00:00,"Summer",20.6,14.4,0
"5512","JFK",2013,8,18,23,66.92,57.92,72.81,190,4.60312,NA,0,1021,10,"18/08/2013 23:00",2013-08-18 23:00:00,"Summer",19.4,14.4,0
"5513","JFK",2013,8,19,0,66.02,57.92,75.12,200,8.05546,NA,0,1020.8,10,"19/08/2013 00:00",2013-08-19 00:00:00,"Summer",18.9,14.4,0
"5514","JFK",2013,8,19,1,66.02,57.92,75.12,220,8.05546,NA,0,1020.6,10,"19/08/2013 01:00",2013-08-19 01:00:00,"Summer",18.9,14.4,0
"5515","JFK",2013,8,19,2,66.02,57.92,75.12,230,9.20624,NA,0,1020.2,10,"19/08/2013 02:00",2013-08-19 02:00:00,"Summer",18.9,14.4,0
"5516","JFK",2013,8,19,3,66.92,57.02,70.49,240,10.35702,NA,0,1020.2,10,"19/08/2013 03:00",2013-08-19 03:00:00,"Summer",19.4,13.9,0
"5517","JFK",2013,8,19,4,66.02,57.92,75.12,250,10.35702,NA,0,1020.1,10,"19/08/2013 04:00",2013-08-19 04:00:00,"Summer",18.9,14.4,0
"5518","JFK",2013,8,19,5,66.92,59,75.69,260,5.7539,NA,0,1020,10,"19/08/2013 05:00",2013-08-19 05:00:00,"Summer",19.4,15,0
"5519","JFK",2013,8,19,6,66.92,60.08,78.66,250,8.05546,NA,0,1020.2,10,"19/08/2013 06:00",2013-08-19 06:00:00,"Summer",19.4,15.6,0
"5520","JFK",2013,8,19,7,68,62.06,81.29,240,6.90468,NA,0,1020.2,10,"19/08/2013 07:00",2013-08-19 07:00:00,"Summer",20,16.7,0
"5521","JFK",2013,8,19,8,71.96,62.96,73.3,250,6.90468,NA,0,1019.7,10,"19/08/2013 08:00",2013-08-19 08:00:00,"Summer",22.2,17.2,0
"5522","JFK",2013,8,19,9,75.02,62.96,66.13,230,10.35702,NA,0,1019.6,10,"19/08/2013 09:00",2013-08-19 09:00:00,"Summer",23.9,17.2,0
"5523","JFK",2013,8,19,10,75.92,62.96,64.17,230,9.20624,NA,0,1019.1,10,"19/08/2013 10:00",2013-08-19 10:00:00,"Summer",24.4,17.2,0
"5524","JFK",2013,8,19,11,75.92,62.06,62.17,230,13.80936,NA,0,1019,10,"19/08/2013 11:00",2013-08-19 11:00:00,"Summer",24.4,16.7,0
"5525","JFK",2013,8,19,12,75.92,60.98,59.84,230,13.80936,NA,0,1018.7,10,"19/08/2013 12:00",2013-08-19 12:00:00,"Summer",24.4,16.1,0
"5526","JFK",2013,8,19,13,77,60.08,55.91,240,14.96014,NA,0,1018,10,"19/08/2013 13:00",2013-08-19 13:00:00,"Summer",25,15.6,0
"5527","JFK",2013,8,19,14,75.92,60.08,57.96,240,16.11092,NA,0,1017.8,10,"19/08/2013 14:00",2013-08-19 14:00:00,"Summer",24.4,15.6,0
"5528","JFK",2013,8,19,15,75.92,55.94,49.95,230,17.2617,NA,0,1017.8,10,"19/08/2013 15:00",2013-08-19 15:00:00,"Summer",24.4,13.3,0
"5529","JFK",2013,8,19,16,75.92,57.92,53.65,230,16.11092,NA,0,1017.8,10,"19/08/2013 16:00",2013-08-19 16:00:00,"Summer",24.4,14.4,0
"5530","JFK",2013,8,19,18,75.92,59,55.77,270,12.65858,NA,0,1017.7,10,"19/08/2013 18:00",2013-08-19 18:00:00,"Summer",24.4,15,0
"5531","JFK",2013,8,19,19,73.94,60.08,61.92,250,12.65858,NA,0,1017.5,10,"19/08/2013 19:00",2013-08-19 19:00:00,"Summer",23.3,15.6,0
"5532","JFK",2013,8,19,20,71.96,62.96,73.3,250,11.5078,NA,0,1017.7,10,"19/08/2013 20:00",2013-08-19 20:00:00,"Summer",22.2,17.2,0
"5533","JFK",2013,8,19,21,73.04,62.96,70.68,250,11.5078,NA,0,1017.8,10,"19/08/2013 21:00",2013-08-19 21:00:00,"Summer",22.8,17.2,0
"5534","JFK",2013,8,19,22,71.96,64.04,76.13,260,9.20624,NA,0,1018.3,10,"19/08/2013 22:00",2013-08-19 22:00:00,"Summer",22.2,17.8,0
"5535","JFK",2013,8,19,23,71.96,64.94,78.57,250,10.35702,NA,0,1018.3,10,"19/08/2013 23:00",2013-08-19 23:00:00,"Summer",22.2,18.3,0
"5536","JFK",2013,8,20,0,71.06,66.02,84.1,250,9.20624,NA,0,1018.2,10,"20/08/2013 00:00",2013-08-20 00:00:00,"Summer",21.7,18.9,0
"5537","JFK",2013,8,20,1,69.98,64.94,84.04,260,5.7539,NA,0,1017.9,10,"20/08/2013 01:00",2013-08-20 01:00:00,"Summer",21.1,18.3,0
"5538","JFK",2013,8,20,2,69.98,64.94,84.04,260,8.05546,NA,0,1018.1,8,"20/08/2013 02:00",2013-08-20 02:00:00,"Summer",21.1,18.3,0
"5539","JFK",2013,8,20,3,69.08,64.94,86.66,260,9.20624,NA,0,1018.1,8,"20/08/2013 03:00",2013-08-20 03:00:00,"Summer",20.6,18.3,0
